tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,match_winner
2023-560,Us Open,Hard,128,G,20230828,179,203533,,,Anna Karolina Schmiedlova,R,176.0,SVK,28.9,214119,,,Rebeka Masarova,R,186.0,ESP,24.0,7-6(0) 6-2,3,R64,95.0,3.0,3.0,65.0,43.0,34.0,11.0,10.0,4.0,5.0,1.0,6.0,68.0,45.0,30.0,9.0,11.0,4.0,7.0,64.0,907.0,71.0,862.0,0
2022-540,Wimbledon,Grass,128,G,20220627,150,213583,,,Tatjana Maria,R,172.0,GER,34.8,206292,,,Astra Sharma,R,178.0,AUS,26.7,4-6 6-3 6-4,3,R128,101.0,4.0,7.0,77.0,39.0,28.0,21.0,15.0,1.0,5.0,0.0,2.0,83.0,58.0,34.0,12.0,14.0,3.0,8.0,103.0,654.0,136.0,461.0,0
2024-405,Osaka,Hard,32,I,20241014,271,211279,,,Harriet Dart,R,175.0,GBR,28.2,201696,,Q,Laura Siegemund,R,168.0,GER,36.6,3-6 7-5 7-5,3,R32,180.0,3.0,5.0,98.0,47.0,32.0,29.0,16.0,4.0,8.0,1.0,3.0,101.0,75.0,47.0,15.0,17.0,2.0,7.0,81.0,837.0,89.0,796.0,0
2022-2002,Guadalajara,Hard,32,I,20220221,282,201585,6,,Sloane Stephens,R,170.0,USA,28.9,259104,,Q,Brenda Fruhvirtova,R,,CZE,14.8,6-2 6-2,3,R32,58.0,0.0,2.0,46.0,35.0,30.0,5.0,8.0,2.0,2.0,0.0,3.0,48.0,36.0,19.0,4.0,8.0,2.0,6.0,57.0,1023.0,435.0,116.0,0
2023-1023,Guangzhou,Hard,32,I,20230918,288,214459,4,,Lucia Bronzetti,R,,ITA,24.7,220416,,Q,Moyuka Uchijima,R,171.0,JPN,22.1,6-3 6-3,3,R16,90.0,3.0,2.0,56.0,24.0,15.0,17.0,9.0,7.0,10.0,2.0,2.0,54.0,21.0,11.0,12.0,9.0,2.0,8.0,60.0,950.0,173.0,441.0,0
2023-406,Strasbourg,Clay,32,I,20230522,279,215613,,,Emma Navarro,R,,USA,22.0,206124,,,Tereza Martincova,R,178.0,CZE,28.5,6-2 6-3,3,R32,84.0,5.0,2.0,78.0,47.0,26.0,17.0,9.0,6.0,9.0,0.0,2.0,46.0,33.0,13.0,5.0,8.0,0.0,6.0,82.0,745.0,91.0,683.0,0
2022-1005,Rabat,Clay,32,I,20220516,299,203354,,,Martina Trevisan,L,160.0,ITA,28.5,214459,,,Lucia Bronzetti,R,,ITA,23.4,6-3 6-3,3,SF,89.0,1.0,0.0,50.0,39.0,30.0,4.0,9.0,0.0,1.0,0.0,1.0,61.0,47.0,26.0,7.0,9.0,3.0,7.0,85.0,783.0,83.0,793.0,0
2022-1051,Stuttgart,Clay,32,P,20220418,294,211651,2,,Paula Badosa,R,180.0,ESP,24.4,202460,7,,Ons Jabeur,R,167.0,TUN,27.6,7-6(9) 1-6 6-3,3,QF,131.0,3.0,3.0,106.0,68.0,36.0,22.0,14.0,7.0,14.0,7.0,3.0,99.0,53.0,41.0,15.0,14.0,4.0,10.0,3.0,4885.0,10.0,3015.0,0
2023-709,Rome,Clay,96,PM,20230508,272,206242,12,,Beatriz Haddad Maia,L,185.0,BRA,26.9,202663,17,,Magda Linette,R,171.0,POL,31.2,7-5 6-4,3,R32,129.0,0.0,1.0,66.0,38.0,24.0,21.0,11.0,3.0,5.0,1.0,1.0,72.0,52.0,28.0,12.0,11.0,2.0,6.0,15.0,2206.0,19.0,1820.0,0
2023-1080,Nottingham,Grass,32,I,20230612,286,211107,,WC,Katie Boulter,R,180.0,GBR,26.8,220750,,LL,Daria Snigur,R,,UKR,21.2,7-5 6-3,3,R16,119.0,8.0,5.0,78.0,42.0,25.0,21.0,11.0,4.0,7.0,1.0,3.0,92.0,68.0,33.0,13.0,10.0,12.0,17.0,126.0,567.0,157.0,433.0,0
2024-2072,Monastir,Hard,32,I,20240909,300,222661,,Q,Sonay Kartal,R,,GBR,22.8,211685,,,Rebecca Sramkova,R,,SVK,27.8,6-3 7-5,3,F,,3.0,2.0,73.0,47.0,31.0,9.0,11.0,5.0,10.0,0.0,0.0,71.0,38.0,17.0,12.0,10.0,7.0,14.0,151.0,486.0,136.0,547.0,0
2023-1003,Doha,Hard,32,P,20230213,284,203389,,,Danielle Collins,R,178.0,USA,29.1,210722,,Q,Elise Mertens,R,179.0,BEL,27.2,6-4 7-6(6),3,R32,116.0,6.0,9.0,72.0,39.0,29.0,15.0,11.0,2.0,6.0,10.0,9.0,77.0,39.0,25.0,14.0,11.0,4.0,9.0,42.0,1219.0,37.0,1294.0,0
2024-709,Rome,Clay,128,PM,20240506,298,214544,2,,Aryna Sabalenka,R,182.0,BLR,26.0,203389,13,,Danielle Collins,R,178.0,USA,30.3,7-5 6-2,3,SF,83.0,4.0,2.0,58.0,35.0,26.0,13.0,10.0,1.0,2.0,1.0,5.0,62.0,33.0,22.0,12.0,10.0,3.0,7.0,2.0,7498.0,15.0,2759.0,0
2023-1077,Nanchang,Hard,32,I,20231016,298,211701,,,Katerina Siniakova,R,174.0,CZE,27.4,220367,,,Leylah Fernandez,L,168.0,CAN,21.1,7-5 6-4,3,SF,127.0,3.0,7.0,89.0,60.0,35.0,12.0,11.0,8.0,13.0,1.0,6.0,85.0,58.0,31.0,10.0,11.0,12.0,19.0,60.0,968.0,43.0,1245.0,0
2023-1024,Seoul,Hard,32,I,20231009,289,206294,,,Yue Yuan,R,184.0,CHN,25.0,215219,,,Kaja Juvan,R,170.0,SLO,22.8,6-4 4-1 RET,3,R16,73.0,1.0,3.0,38.0,24.0,21.0,8.0,7.0,0.0,0.0,1.0,2.0,59.0,39.0,21.0,11.0,8.0,5.0,8.0,128.0,563.0,99.0,676.0,0
2022-580,Australian Open,Hard,128,G,20220117,205,210722,19,,Elise Mertens,R,179.0,BEL,26.1,201533,,,Shuai Zhang,R,177.0,CHN,32.9,6-2 6-2,3,R32,70.0,4.0,1.0,41.0,28.0,21.0,10.0,8.0,1.0,2.0,2.0,2.0,53.0,28.0,18.0,7.0,8.0,3.0,8.0,26.0,2091.0,74.0,946.0,0
2023-2075,Guadalajara,Hard,64,P,20230918,277,206368,7,,Veronika Kudermetova,R,175.0,RUS,26.4,202446,,WC,Eugenie Bouchard,R,178.0,CAN,29.5,6-2 6-7(4) 6-4,3,R32,169.0,8.0,5.0,101.0,57.0,39.0,25.0,15.0,7.0,10.0,2.0,3.0,117.0,83.0,47.0,18.0,15.0,9.0,15.0,19.0,2250.0,248.0,277.0,0
2024-1023,Guangzhou,Hard,32,I,20241021,276,216016,,,Xiyu Wang,L,,CHN,23.5,201551,,,Arantxa Rus,L,180.0,NED,33.8,6-2 6-4,3,R32,96.0,7.0,4.0,62.0,34.0,26.0,15.0,9.0,3.0,4.0,6.0,4.0,56.0,30.0,19.0,10.0,9.0,2.0,6.0,99.0,750.0,77.0,874.0,0
2023-1051,Stuttgart,Clay,32,P,20230417,287,211651,,WC,Paula Badosa,R,180.0,ESP,25.4,213710,,Q,Cristina Bucsa,R,,ESP,25.2,6-1 6-2,3,R16,70.0,1.0,1.0,51.0,24.0,19.0,15.0,8.0,5.0,6.0,2.0,5.0,48.0,27.0,16.0,5.0,7.0,4.0,9.0,31.0,1283.0,77.0,770.0,0
2022-2025,Ostrava,Hard,32,P,20221003,277,202505,6,,Belinda Bencic,R,175.0,SUI,25.5,202446,,Q,Eugenie Bouchard,R,178.0,CAN,28.6,6-7(7) 6-1 6-4,3,R32,159.0,2.0,2.0,104.0,77.0,54.0,13.0,15.0,3.0,4.0,6.0,0.0,107.0,72.0,45.0,18.0,14.0,8.0,12.0,14.0,2305.0,506.0,82.0,0
2022-902,Miami,Hard,96,P,20220321,235,205925,,,Aliaksandra Sasnovich,R,174.0,BLR,27.9,216133,,Q,Xin Yu Wang,R,182.0,CHN,20.4,7-6(6) 6-4,3,R128,101.0,3.0,1.0,68.0,43.0,33.0,17.0,11.0,0.0,0.0,2.0,1.0,73.0,49.0,36.0,13.0,11.0,0.0,1.0,60.0,1033.0,87.0,777.0,0
2022-1017,Cincinnati,Hard,64,P,20220815,290,201520,,,Petra Kvitova,L,183.0,CZE,32.4,202460,5,,Ons Jabeur,R,167.0,TUN,27.9,6-1 4-6 6-0,3,R16,107.0,5.0,3.0,86.0,59.0,42.0,12.0,12.0,5.0,7.0,1.0,6.0,79.0,49.0,25.0,13.0,11.0,5.0,11.0,28.0,1682.0,5.0,3920.0,0
2024-1052,Birmingham,Grass,32,I,20240617,274,202684,,,Lin Zhu,R,173.0,CHN,30.3,201514,3,,Sorana Cirstea,R,176.0,ROU,34.1,7-6(2) 6-2,3,R32,95.0,4.0,2.0,70.0,49.0,39.0,12.0,10.0,3.0,3.0,3.0,1.0,68.0,45.0,28.0,14.0,10.0,3.0,5.0,54.0,1077.0,29.0,1704.0,0
2023-540,Wimbledon,Grass,128,G,20230703,142,201514,,,Sorana Cirstea,R,176.0,ROU,33.2,213583,,,Tatjana Maria,R,172.0,GER,35.9,6-1 2-6 6-3,3,R128,98.0,1.0,1.0,79.0,53.0,34.0,13.0,12.0,6.0,9.0,3.0,2.0,77.0,39.0,26.0,16.0,12.0,5.0,10.0,37.0,1187.0,62.0,920.0,0
2024-1003,Doha,Hard,64,P,20240212,294,201499,,,Anastasia Pavlyuchenkova,R,177.0,RUS,32.6,203389,,Q,Danielle Collins,R,178.0,USA,30.1,7-5 6-4,3,QF,94.0,1.0,1.0,67.0,44.0,32.0,9.0,11.0,1.0,3.0,0.0,1.0,61.0,43.0,24.0,11.0,11.0,0.0,4.0,32.0,1421.0,63.0,1046.0,0
2024-1052,Birmingham,Grass,32,I,20240617,290,214452,,LL,Caroline Dolehide,R,178.0,USA,25.7,210722,5,,Elise Mertens,R,179.0,BEL,28.5,6-3 3-0 RET,3,R16,53.0,1.0,0.0,35.0,30.0,23.0,4.0,6.0,1.0,1.0,1.0,3.0,32.0,20.0,11.0,7.0,6.0,1.0,4.0,61.0,1035.0,32.0,1629.0,0
2023-2037,Warsaw,Hard,32,I,20230724,297,216347,1,,Iga Swiatek,R,176.0,POL,22.1,222328,8,,Linda Noskova,R,,CZE,18.6,6-1 6-4,3,QF,80.0,4.0,1.0,51.0,40.0,29.0,6.0,9.0,0.0,1.0,3.0,3.0,60.0,36.0,24.0,7.0,8.0,4.0,8.0,1.0,9315.0,59.0,937.0,0
2022-2014,Adelaide 1,Hard,30,P,20220103,275,201603,,,Shelby Rogers,R,175.0,USA,29.2,213666,,Q,Maddison Inglis,R,171.0,AUS,23.9,6-1 6-3,3,R32,77.0,3.0,2.0,52.0,29.0,21.0,14.0,8.0,5.0,6.0,2.0,2.0,49.0,34.0,19.0,3.0,8.0,2.0,7.0,40.0,1583.0,141.0,549.0,0
2024-1038,Madrid,Clay,128,PM,20240422,212,222601,,Q,Jessica Bouzas Maneiro,R,,ESP,21.5,211651,,,Paula Badosa,R,180.0,ESP,26.4,2-6 6-3 6-3,3,R128,125.0,0.0,4.0,84.0,49.0,26.0,17.0,13.0,7.0,13.0,1.0,5.0,93.0,56.0,32.0,14.0,13.0,12.0,19.0,93.0,782.0,101.0,737.0,0
2022-520,Roland Garros,Clay,128,G,20220523,186,216153,27,,Amanda Anisimova,R,180.0,USA,20.7,202499,,,Donna Vekic,R,179.0,CRO,25.9,6-4 6-1,3,R64,,2.0,4.0,71.0,47.0,29.0,10.0,9.0,4.0,7.0,2.0,4.0,45.0,26.0,13.0,5.0,8.0,4.0,10.0,28.0,1610.0,100.0,652.0,0
2023-1017,Cincinnati,Hard,64,P,20230814,242,201458,,,Victoria Azarenka,R,180.0,BLR,34.0,206252,11,,Barbora Krejcikova,R,178.0,CZE,27.6,6-3 7-5,3,R64,105.0,2.0,6.0,65.0,41.0,31.0,11.0,11.0,3.0,5.0,2.0,8.0,73.0,50.0,31.0,7.0,10.0,2.0,6.0,18.0,2235.0,11.0,2840.0,0
2023-2088,Abu Dhabi,Hard,32,P,20230206,282,211533,5,,Jelena Ostapenko,R,177.0,LAT,25.6,203389,,,Danielle Collins,R,178.0,USA,29.1,7-5 1-6 7-5,3,R32,138.0,6.0,9.0,91.0,48.0,33.0,21.0,16.0,5.0,10.0,11.0,7.0,109.0,63.0,45.0,17.0,15.0,9.0,13.0,12.0,2340.0,42.0,1218.0,0
2024-800,Brisbane,Hard,64,P,20240101,251,222328,,,Linda Noskova,R,,CZE,19.1,201693,,Q,Timea Babos,R,179.0,HUN,30.6,5-7 7-6(8) 7-6(2),3,R64,186.0,5.0,6.0,132.0,76.0,61.0,29.0,18.0,6.0,7.0,18.0,4.0,123.0,72.0,57.0,31.0,18.0,9.0,9.0,40.0,1278.0,192.0,404.0,0
2023-709,Rome,Clay,96,PM,20230508,183,211817,,Q,Elena Gabriela Ruse,R,,ROU,25.5,222258,,,Linda Fruhvirtova,R,,CZE,18.0,6-1 6-0,3,R128,62.0,2.0,1.0,39.0,24.0,16.0,11.0,6.0,6.0,6.0,1.0,7.0,44.0,26.0,13.0,2.0,7.0,3.0,9.0,152.0,450.0,55.0,966.0,0
2023-520,Roland Garros,Clay,128,G,20230529,194,215872,,,Kamilla Rakhimova,R,,RUS,21.7,211684,,,Magdalena Frech,R,171.0,POL,25.4,6-3 6-4,3,R64,87.0,1.0,2.0,57.0,27.0,21.0,16.0,10.0,1.0,3.0,2.0,3.0,63.0,37.0,21.0,12.0,9.0,2.0,6.0,82.0,750.0,88.0,720.0,0
2022-2030,Adelaide 2,Hard,32,I,20220110,279,211148,,,Jasmine Paolini,R,160.0,ITA,26.0,204411,,Q,Storm Hunter,L,166.0,AUS,27.4,7-5 6-2,3,R32,96.0,1.0,3.0,61.0,34.0,20.0,14.0,10.0,1.0,4.0,0.0,4.0,68.0,47.0,24.0,10.0,10.0,4.0,9.0,52.0,1178.0,135.0,573.0,0
2023-2085,Merida,Hard,32,I,20230220,276,216133,,,Xin Yu Wang,R,182.0,CHN,21.4,220589,,Q,Elina Avanesyan,R,,ARM,20.4,1-6 6-2 6-3,3,R32,119.0,1.0,2.0,68.0,42.0,23.0,15.0,12.0,3.0,7.0,5.0,4.0,98.0,64.0,39.0,13.0,12.0,6.0,11.0,67.0,871.0,170.0,384.0,0
2022-2075,Guadalajara 2,Hard,64,P,20221017,288,206289,4,,Maria Sakkari,R,172.0,GRE,27.2,203389,14,,Danielle Collins,R,178.0,USA,28.8,5-7 6-3 6-3,3,R16,137.0,3.0,4.0,96.0,62.0,36.0,22.0,15.0,4.0,7.0,5.0,11.0,94.0,44.0,32.0,23.0,15.0,6.0,11.0,6.0,3346.0,16.0,2297.0,0
2023-406,Strasbourg,Clay,32,I,20230522,293,201499,,WC,Anastasia Pavlyuchenkova,R,177.0,RUS,31.8,202663,1,,Magda Linette,R,171.0,POL,31.2,6-3 6-2,3,R16,90.0,2.0,2.0,49.0,32.0,23.0,9.0,8.0,1.0,2.0,2.0,3.0,65.0,38.0,23.0,10.0,9.0,5.0,10.0,424.0,119.0,21.0,1825.0,0
2024-609,Indian Wells,Hard,128,PM,20240306,278,216146,31,,Marta Kostyuk,R,175.0,UKR,21.6,214954,7,,Marketa Vondrousova,L,173.0,CZE,24.6,W/O,3,R32,,,,,,,,,,,,,,,,,,,,32.0,1566.0,7.0,4070.0,0
2024-1020,Beijing,Hard,128,PM,20240925,293,214096,,,Karolina Muchova,R,178.0,CZE,28.0,213710,,,Cristina Bucsa,R,,ESP,26.7,6-2 6-0,3,R16,69.0,2.0,1.0,36.0,18.0,17.0,11.0,7.0,0.0,0.0,0.0,3.0,65.0,38.0,16.0,13.0,7.0,8.0,13.0,49.0,1126.0,79.0,847.0,0
2024-1049,Auckland,Hard,32,I,20240101,283,215138,,Q,Lulu Sun,L,,NZL,22.7,220520,,Q,Mccartney Kessler,R,,USA,24.4,6-4 6-3,3,R32,72.0,2.0,2.0,46.0,26.0,21.0,11.0,9.0,2.0,4.0,1.0,4.0,63.0,38.0,22.0,8.0,10.0,3.0,8.0,214.0,362.0,217.0,359.0,0
2023-540,Wimbledon,Grass,128,G,20230703,127,202499,20,,Donna Vekic,R,179.0,CRO,27.0,201533,,,Shuai Zhang,R,177.0,CHN,34.4,6-2 6-3,3,R128,73.0,3.0,3.0,59.0,26.0,20.0,19.0,9.0,3.0,4.0,1.0,1.0,46.0,24.0,14.0,8.0,8.0,1.0,5.0,21.0,1975.0,38.0,1173.0,0
2022-2058,Melbourne 1,Hard,32,I,20220103,273,204246,,Q,Lesley Pattinama Kerkhove,R,172.0,NED,30.1,214191,,WC,Seone Mendez,R,,AUS,22.6,6-3 6-4,3,R32,84.0,2.0,5.0,67.0,48.0,29.0,10.0,10.0,5.0,8.0,3.0,4.0,70.0,43.0,21.0,14.0,9.0,7.0,12.0,158.0,450.0,239.0,301.0,0
2022-710,Eastbourne,Grass,64,P,20220620,275,201709,16,,Yulia Putintseva,R,163.0,KAZ,27.4,204427,,,Sara Sorribes Tormo,R,176.0,ESP,25.6,7-5 6-1,3,R32,92.0,1.0,1.0,63.0,38.0,24.0,13.0,10.0,3.0,6.0,0.0,2.0,50.0,31.0,13.0,8.0,9.0,3.0,9.0,33.0,1420.0,40.0,1276.0,0
2022-894,Bogota,Clay,32,I,20220404,283,214593,,,Lucrezia Stefanini,R,,ITA,23.8,202604,,,Despina Papamichail,R,178.0,GRE,29.1,6-3 6-4,3,R32,98.0,0.0,4.0,70.0,53.0,34.0,5.0,10.0,4.0,8.0,1.0,3.0,56.0,34.0,14.0,8.0,9.0,3.0,9.0,159.0,407.0,172.0,382.0,0
2023-560,Us Open,Hard,128,G,20230828,137,201615,,,Lesia Tsurenko,R,174.0,UKR,34.2,221039,,Q,Elsa Jacquemot,R,,FRA,20.3,7-5 3-6 6-1,3,R128,136.0,0.0,3.0,98.0,76.0,42.0,12.0,14.0,10.0,15.0,2.0,4.0,79.0,44.0,23.0,15.0,14.0,4.0,11.0,46.0,1151.0,181.0,399.0,0
2023-560,Us Open,Hard,128,G,20230828,222,201619,17,,Madison Keys,R,178.0,USA,28.5,214954,9,,Marketa Vondrousova,L,173.0,CZE,24.1,6-1 6-4,3,QF,86.0,4.0,3.0,77.0,54.0,37.0,11.0,9.0,9.0,9.0,0.0,5.0,46.0,27.0,16.0,9.0,8.0,0.0,3.0,17.0,2290.0,9.0,3401.0,0
2023-710,Eastbourne,Grass,32,P,20230626,295,202429,,,Camila Giorgi,R,168.0,ITA,31.4,211533,,,Jelena Ostapenko,R,177.0,LAT,26.0,7-6(8) RET,3,QF,72.0,11.0,1.0,43.0,22.0,16.0,10.0,6.0,2.0,5.0,6.0,6.0,66.0,40.0,25.0,9.0,6.0,7.0,10.0,67.0,865.0,17.0,2105.0,0
2024-718,Dubai,Hard,64,P,20240219,241,206368,13,,Veronika Kudermetova,R,175.0,RUS,26.8,215035,,WC,Dayana Yastremska,R,175.0,UKR,23.7,6-0 1-6 6-0,3,R64,96.0,7.0,1.0,53.0,33.0,25.0,8.0,9.0,0.0,2.0,2.0,5.0,78.0,49.0,26.0,11.0,10.0,7.0,13.0,19.0,2250.0,29.0,1607.0,0
2022-1052,Birmingham,Grass,32,I,20220613,295,206242,,,Beatriz Haddad Maia,L,185.0,BRA,26.0,202429,3,,Camila Giorgi,R,168.0,ITA,30.4,6-3 6-2,3,QF,84.0,1.0,2.0,58.0,35.0,21.0,16.0,8.0,5.0,6.0,2.0,6.0,52.0,26.0,15.0,10.0,9.0,5.0,10.0,32.0,1425.0,26.0,1782.0,0
2022-560,Us Open,Hard,128,G,20220829,225,202460,5,,Ons Jabeur,R,167.0,TUN,28.0,201614,17,,Caroline Garcia,R,177.0,FRA,28.8,6-1 6-3,3,SF,66.0,8.0,2.0,53.0,23.0,19.0,17.0,8.0,0.0,0.0,2.0,0.0,46.0,33.0,16.0,7.0,8.0,0.0,4.0,5.0,3920.0,17.0,2220.0,0
2022-580,Australian Open,Hard,128,G,20220117,225,203389,27,,Danielle Collins,R,178.0,USA,28.0,216347,7,,Iga Swiatek,R,176.0,POL,20.6,6-4 6-1,3,SF,78.0,7.0,4.0,50.0,32.0,25.0,7.0,9.0,1.0,3.0,1.0,4.0,53.0,32.0,19.0,3.0,8.0,4.0,10.0,30.0,1911.0,9.0,3916.0,0
2023-1082,Prague,Hard,32,I,20230731,280,206124,,WC,Tereza Martincova,R,178.0,CZE,28.7,213873,,Q,Gabriela Andrea Knutson,R,,CZE,26.2,2-6 6-4 6-4,3,R32,148.0,1.0,3.0,90.0,62.0,39.0,10.0,14.0,6.0,11.0,3.0,9.0,114.0,69.0,41.0,18.0,14.0,18.0,23.0,109.0,656.0,240.0,314.0,0
2023-560,Us Open,Hard,128,G,20230828,111,202663,24,,Magda Linette,R,171.0,POL,31.5,205925,,,Aliaksandra Sasnovich,R,174.0,BLR,29.4,6-3 6-1,3,R128,76.0,3.0,1.0,44.0,30.0,22.0,8.0,8.0,0.0,1.0,1.0,2.0,64.0,46.0,21.0,10.0,8.0,7.0,12.0,24.0,1756.0,92.0,746.0,0
2022-2040,Cleveland,Hard,32,I,20220822,279,201696,,Q,Laura Siegemund,R,168.0,GER,34.4,211843,,,Anhelina Kalinina,R,179.0,UKR,25.5,6-2 4-6 6-2,3,R32,141.0,2.0,6.0,83.0,56.0,34.0,11.0,13.0,6.0,10.0,1.0,4.0,86.0,58.0,34.0,7.0,13.0,15.0,22.0,216.0,308.0,49.0,1091.0,0
2024-1038,Madrid,Clay,128,PM,20240422,183,223286,,WC,Victoria Jimenez Kasintseva,L,,AND,18.7,202684,,,Lin Zhu,R,173.0,CHN,30.2,6-4 6-3,3,R128,106.0,1.0,1.0,68.0,56.0,37.0,5.0,10.0,4.0,6.0,0.0,3.0,62.0,34.0,23.0,10.0,9.0,3.0,7.0,335.0,200.0,57.0,1097.0,0
2024-1082,Prague,Clay,32,I,20240722,277,211684,6,,Magdalena Frech,R,171.0,POL,26.6,206292,,,Astra Sharma,R,178.0,AUS,28.8,6-4 2-6 6-2,3,R32,127.0,0.0,1.0,77.0,48.0,29.0,13.0,13.0,3.0,9.0,1.0,8.0,78.0,51.0,24.0,12.0,13.0,4.0,11.0,57.0,1049.0,149.0,503.0,0
2022-894,Bogota,Clay,32,I,20220404,296,206007,,Q,Laura Pigossi,R,164.0,BRA,27.6,215035,,,Dayana Yastremska,R,175.0,UKR,21.8,6-2 4-6 7-6(3),3,QF,153.0,0.0,8.0,110.0,81.0,54.0,11.0,15.0,9.0,14.0,5.0,8.0,107.0,44.0,30.0,28.0,15.0,7.0,13.0,212.0,316.0,102.0,651.0,0
2024-709,Rome,Clay,128,PM,20240506,219,220589,,,Elina Avanesyan,R,,ARM,21.6,213710,,,Cristina Bucsa,R,,ESP,26.3,6-7(3) 6-0 7-5,3,R128,156.0,2.0,6.0,100.0,58.0,41.0,18.0,15.0,3.0,6.0,0.0,1.0,104.0,75.0,41.0,13.0,15.0,11.0,18.0,72.0,922.0,70.0,944.0,0
2024-1121,Hua Hin 2,Hard,32,I,20240916,294,215988,,,Mai Hontama,R,,JPN,25.0,222290,,WC,Lanlana Tararudee,R,,THA,20.1,2-6 6-4 6-1,3,R16,122.0,0.0,0.0,71.0,51.0,28.0,14.0,12.0,2.0,6.0,7.0,5.0,83.0,46.0,30.0,12.0,13.0,5.0,11.0,130.0,577.0,184.0,385.0,0
2024-718,Dubai,Hard,64,P,20240219,281,221103,3,,Coco Gauff,R,175.0,USA,19.9,220714,,LL,Elisabetta Cocciaretto,R,,ITA,23.0,6-1 7-5,3,R32,101.0,4.0,2.0,80.0,46.0,25.0,15.0,10.0,3.0,8.0,0.0,4.0,63.0,41.0,17.0,6.0,9.0,2.0,10.0,3.0,7110.0,58.0,1148.0,0
2023-2040,Cleveland,Hard,32,I,20230821,287,213583,,,Tatjana Maria,R,172.0,GER,36.0,211843,5,,Anhelina Kalinina,R,179.0,UKR,26.5,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,,49.0,1075.0,28.0,1597.0,0
2022-1080,Nottingham,Grass,32,I,20220606,292,206242,7,,Beatriz Haddad Maia,L,185.0,BRA,26.0,213908,,Q,Yuriko Miyazaki,R,165.0,GBR,26.5,6-2 7-6(4),3,R16,114.0,7.0,2.0,77.0,54.0,37.0,13.0,10.0,5.0,6.0,0.0,2.0,89.0,68.0,37.0,12.0,10.0,8.0,11.0,48.0,1188.0,234.0,298.0,0
2023-718,Dubai,Hard,64,P,20230220,295,202468,3,,Jessica Pegula,R,170.0,USA,28.9,214096,,SR,Karolina Muchova,R,178.0,CZE,26.4,W/O,3,QF,1.0,,,,,,,,,,,,,,,,,,,3.0,5250.0,112.0,601.0,0
2024-806,Toronto,Hard,64,PM,20240805,291,202468,3,,Jessica Pegula,R,170.0,USA,30.4,221909,,Q,Ashlyn Krueger,R,185.0,USA,20.2,6-2 6-4,3,R16,82.0,3.0,2.0,58.0,28.0,16.0,14.0,9.0,5.0,9.0,2.0,9.0,68.0,35.0,20.0,10.0,9.0,9.0,16.0,6.0,4515.0,82.0,829.0,0
2023-1020,Beijing,Hard,64,PM,20231002,252,216133,,,Xin Yu Wang,R,182.0,CHN,22.0,201329,,WC,Vera Zvonareva,R,172.0,RUS,39.0,6-4 6-3,3,R64,92.0,1.0,2.0,59.0,34.0,23.0,14.0,10.0,4.0,6.0,1.0,4.0,74.0,42.0,28.0,11.0,9.0,8.0,12.0,37.0,1316.0,397.0,152.0,0
2023-1077,Nanchang,Hard,32,I,20231016,285,211702,,,Nao Hibino,R,163.0,JPN,28.8,206242,1,,Beatriz Haddad Maia,L,185.0,BRA,27.3,7-6(2) 6-3,3,R32,122.0,4.0,3.0,91.0,62.0,36.0,17.0,11.0,10.0,14.0,1.0,3.0,73.0,49.0,30.0,7.0,10.0,5.0,10.0,93.0,748.0,21.0,2210.0,0
2022-1005,Rabat,Clay,32,I,20220516,298,214906,,,Claire Liu,R,170.0,USA,21.9,214388,5,,Anna Bondar,R,,HUN,24.9,W/O,3,SF,0.0,,,,,,,,,,,,,,,,,,,92.0,715.0,67.0,952.0,0
2022-520,Roland Garros,Clay,128,G,20220523,134,201611,WC,,Daria Saville,R,166.0,AUS,28.2,204394,Q,,Valentini Grammatikopoulou,U,,GRE,25.2,6-1 6-2,3,R128,,1.0,3.0,52.0,35.0,24.0,9.0,8.0,1.0,2.0,0.0,0.0,56.0,39.0,16.0,9.0,7.0,6.0,11.0,127.0,496.0,187.0,355.0,0
2023-1082,Prague,Hard,32,I,20230731,300,211702,,LL,Nao Hibino,R,163.0,JPN,28.6,222328,4,,Linda Noskova,R,,CZE,18.6,6-4 6-1,3,F,71.0,0.0,1.0,45.0,23.0,17.0,14.0,8.0,0.0,1.0,0.0,4.0,57.0,31.0,19.0,9.0,9.0,2.0,7.0,136.0,542.0,71.0,887.0,0
2024-709,Rome,Clay,128,PM,20240506,176,201696,,Q,Laura Siegemund,R,168.0,GER,36.1,214604,,Q,Maria Lourdes Carle,R,,ARG,24.2,2-6 6-4 6-4,3,R128,154.0,0.0,1.0,88.0,72.0,40.0,9.0,14.0,4.0,10.0,0.0,5.0,91.0,77.0,42.0,3.0,14.0,4.0,10.0,86.0,814.0,71.0,933.0,0
